Date,CSUSHPINSA
2023-06-20,308.256
2023-06-21,308.256
2023-06-22,308.256
2023-06-23,308.256
2023-06-24,308.256
2023-06-25,308.256
2023-06-26,308.256
2023-06-27,308.256
2023-06-28,308.256
2023-06-29,308.256
2023-06-30,308.256
2023-07-01,310.145
2023-07-02,310.145
2023-07-03,310.145
2023-07-04,310.145
2023-07-05,310.145
2023-07-06,310.145
2023-07-07,310.145
2023-07-08,310.145
2023-07-09,310.145
2023-07-10,310.145
2023-07-11,310.145
2023-07-12,310.145
2023-07-13,310.145
2023-07-14,310.145
2023-07-15,310.145
2023-07-16,310.145
2023-07-17,310.145
2023-07-18,310.145
2023-07-19,310.145
2023-07-20,310.145
2023-07-21,310.145
2023-07-22,310.145
2023-07-23,310.145
2023-07-24,310.145
2023-07-25,310.145
2023-07-26,310.145
2023-07-27,310.145
2023-07-28,310.145
2023-07-29,310.145
2023-07-30,310.145
2023-07-31,310.145
2023-08-01,311.508
2023-08-02,311.508
2023-08-03,311.508
2023-08-04,311.508
2023-08-05,311.508
2023-08-06,311.508
2023-08-07,311.508
2023-08-08,311.508
2023-08-09,311.508
2023-08-10,311.508
2023-08-11,311.508
2023-08-12,311.508
2023-08-13,311.508
2023-08-14,311.508
2023-08-15,311.508
2023-08-16,311.508
2023-08-17,311.508
2023-08-18,311.508
2023-08-19,311.508
2023-08-20,311.508
2023-08-21,311.508
2023-08-22,311.508
2023-08-23,311.508
2023-08-24,311.508
2023-08-25,311.508
2023-08-26,311.508
2023-08-27,311.508
2023-08-28,311.508
2023-08-29,311.508
2023-08-30,311.508
2023-08-31,311.508
2023-09-01,312.364
2023-09-02,312.364
2023-09-03,312.364
2023-09-04,312.364
2023-09-05,312.364
2023-09-06,312.364
2023-09-07,312.364
2023-09-08,312.364
2023-09-09,312.364
2023-09-10,312.364
2023-09-11,312.364
2023-09-12,312.364
2023-09-13,312.364
2023-09-14,312.364
2023-09-15,312.364
2023-09-16,312.364
2023-09-17,312.364
2023-09-18,312.364
2023-09-19,312.364
2023-09-20,312.364
2023-09-21,312.364
2023-09-22,312.364
2023-09-23,312.364
2023-09-24,312.364
2023-09-25,312.364
2023-09-26,312.364
2023-09-27,312.364
2023-09-28,312.364
2023-09-29,312.364
2023-09-30,312.364
2023-10-01,312.751
2023-10-02,312.751
2023-10-03,312.751
2023-10-04,312.751
2023-10-05,312.751
2023-10-06,312.751
2023-10-07,312.751
2023-10-08,312.751
2023-10-09,312.751
2023-10-10,312.751
2023-10-11,312.751
2023-10-12,312.751
2023-10-13,312.751
2023-10-14,312.751
2023-10-15,312.751
2023-10-16,312.751
2023-10-17,312.751
2023-10-18,312.751
2023-10-19,312.751
2023-10-20,312.751
2023-10-21,312.751
2023-10-22,312.751
2023-10-23,312.751
2023-10-24,312.751
2023-10-25,312.751
2023-10-26,312.751
2023-10-27,312.751
2023-10-28,312.751
2023-10-29,312.751
2023-10-30,312.751
2023-10-31,312.751
2023-11-01,311.998
2023-11-02,311.998
2023-11-03,311.998
2023-11-04,311.998
2023-11-05,311.998
2023-11-06,311.998
2023-11-07,311.998
2023-11-08,311.998
2023-11-09,311.998
2023-11-10,311.998
2023-11-11,311.998
2023-11-12,311.998
2023-11-13,311.998
2023-11-14,311.998
2023-11-15,311.998
2023-11-16,311.998
2023-11-17,311.998
2023-11-18,311.998
2023-11-19,311.998
2023-11-20,311.998
2023-11-21,311.998
2023-11-22,311.998
2023-11-23,311.998
2023-11-24,311.998
2023-11-25,311.998
2023-11-26,311.998
2023-11-27,311.998
2023-11-28,311.998
2023-11-29,311.998
2023-11-30,311.998
2023-12-01,310.847
2023-12-02,310.847
2023-12-03,310.847
2023-12-04,310.847
2023-12-05,310.847
2023-12-06,310.847
2023-12-07,310.847
2023-12-08,310.847
2023-12-09,310.847
2023-12-10,310.847
2023-12-11,310.847
2023-12-12,310.847
2023-12-13,310.847
2023-12-14,310.847
2023-12-15,310.847
2023-12-16,310.847
2023-12-17,310.847
2023-12-18,310.847
2023-12-19,310.847
2023-12-20,310.847
2023-12-21,310.847
2023-12-22,310.847
2023-12-23,310.847
2023-12-24,310.847
2023-12-25,310.847
2023-12-26,310.847
2023-12-27,310.847
2023-12-28,310.847
2023-12-29,310.847
2023-12-30,310.847
